SEASON_TYPE,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
SEASON,DET,DET vs. NOP,12/9/2018,L,48,108,43,98,43.9,9,29,31,13,24,54.2,17,30,47,28,10,8,5,22,-8
SEASON,CHA,CHA @ NYK,12/9/2018,W,48,119,42,87,48.3,12,34,35.3,23,27,85.2,6,36,42,19,12,11,4,17,12
SEASON,WAS,WAS @ IND,12/10/2018,L,48,101,37,88,42,10,30,33.3,17,24,70.8,6,28,34,22,12,13,3,22,-8
SEASON,UTA,UTA @ OKC,12/10/2018,L,48,113,43,84,51.2,8,29,27.6,19,30,63.3,11,34,45,30,20,11,4,28,-9
SEASON,SAC,SAC @ CHI,12/10/2018,W,48,108,40,88,45.5,16,37,43.2,12,15,80,10,32,42,28,18,16,4,15,19
SEASON,PHX,PHX vs. LAC,12/10/2018,L,53,119,47,94,50,9,25,36,16,20,80,10,30,40,31,15,14,8,29,-4
SEASON,PHI,PHI vs. DET,12/10/2018,W,48,116,39,88,44.3,15,37,40.5,23,35,65.7,16,32,48,27,14,9,5,19,14
SEASON,ORL,ORL @ DAL,12/10/2018,L,48,76,32,89,36,8,28,28.6,4,5,80,7,35,42,18,16,8,2,18,-25
SEASON,OKC,OKC vs. UTA,12/10/2018,W,48,122,43,85,50.6,8,21,38.1,28,39,71.8,12,31,43,25,18,12,2,26,9
SEASON,NOP,NOP @ BOS,12/10/2018,L,48,100,39,87,44.8,8,26,30.8,14,19,73.7,6,33,39,28,13,11,1,19,-13
SEASON,MIN,MIN @ GSW,12/10/2018,L,48,108,38,83,45.8,7,25,28,25,31,80.6,9,33,42,28,16,5,6,18,-8
SEASON,MIL,MIL vs. CLE,12/10/2018,W,48,108,42,96,43.8,15,36,41.7,9,11,81.8,12,46,58,22,14,4,4,24,16
SEASON,MIA,MIA @ LAL,12/10/2018,L,48,105,42,94,44.7,11,34,32.4,10,13,76.9,14,36,50,29,17,9,7,19,-3
SEASON,MEM,MEM @ DEN,12/10/2018,L,48,99,37,74,50,9,27,33.3,16,17,94.1,6,28,34,22,14,7,4,19,-6
SEASON,LAL,LAL vs. MIA,12/10/2018,W,48,108,41,90,45.6,14,32,43.8,12,20,60,12,34,46,24,12,9,7,10,3
SEASON,LAC,LAC @ PHX,12/10/2018,W,53,123,45,85,52.9,7,21,33.3,26,33,78.8,10,32,42,27,18,8,4,21,4
SEASON,IND,IND vs. WAS,12/10/2018,W,48,109,41,76,53.9,10,20,50,17,22,77.3,7,43,50,29,24,7,7,25,8
SEASON,GSW,GSW vs. MIN,12/10/2018,W,48,116,39,93,41.9,19,43,44.2,19,21,90.5,14,35,49,25,17,6,5,26,8
SEASON,DET,DET @ PHI,12/10/2018,L,48,102,41,84,48.8,9,21,42.9,11,21,52.4,10,36,46,23,15,5,5,24,-14
SEASON,DEN,DEN vs. MEM,12/10/2018,W,48,105,39,77,50.6,9,28,32.1,18,23,78.3,11,29,40,22,14,11,6,17,6
SEASON,DAL,DAL vs. ORL,12/10/2018,W,48,101,35,82,42.7,10,35,28.6,21,25,84,9,43,52,28,14,7,4,11,25
SEASON,CLE,CLE @ MIL,12/10/2018,L,48,92,36,96,37.5,10,30,33.3,10,15,66.7,8,38,46,24,9,5,2,15,-16
SEASON,CHI,CHI vs. SAC,12/10/2018,L,48,89,34,76,44.7,8,28,28.6,13,13,100,7,33,40,16,27,10,3,17,-19
SEASON,BOS,BOS vs. NOP,12/10/2018,W,48,113,44,90,48.9,12,39,30.8,13,19,68.4,14,37,51,23,15,8,5,21,13
SEASON,TOR,TOR @ LAC,12/11/2018,W,48,123,50,96,52.1,14,29,48.3,9,12,75,10,33,43,34,9,8,6,22,24
SEASON,SAS,SAS vs. PHX,12/11/2018,W,48,111,41,83,49.4,13,21,61.9,16,19,84.2,8,38,46,28,15,7,2,15,25
SEASON,POR,POR @ HOU,12/11/2018,L,48,104,38,87,43.7,10,25,40,18,21,85.7,13,31,44,20,14,1,4,17,-7
SEASON,PHX,PHX @ SAS,12/11/2018,L,48,86,33,82,40.2,8,28,28.6,12,14,85.7,8,32,40,19,17,7,5,22,-25
SEASON,LAC,LAC vs. TOR,12/11/2018,L,48,99,38,86,44.2,7,25,28,16,19,84.2,12,32,44,25,16,2,5,16,-24
SEASON,HOU,HOU vs. POR,12/11/2018,W,48,111,42,85,49.4,9,29,31,18,27,66.7,12,30,42,22,7,9,5,21,7
SEASON,WAS,WAS vs. BOS,12/12/2018,L,53,125,46,91,50.5,12,33,36.4,21,29,72.4,8,33,41,25,15,7,4,27,-5
SEASON,UTA,UTA vs. MIA,12/12/2018,W,48,111,40,76,52.6,16,32,50,15,21,71.4,7,45,52,29,17,6,4,19,27
SEASON,TOR,TOR @ GSW,12/12/2018,W,48,113,44,91,48.4,9,28,32.1,16,19,84.2,10,38,48,27,11,12,3,17,20
SEASON,SAC,SAC vs. MIN,12/12/2018,W,48,141,50,86,58.1,19,38,50,22,32,68.8,9,29,38,34,11,3,6,21,11
SEASON,POR,POR @ MEM,12/12/2018,L,48,83,32,87,36.8,6,22,27.3,13,16,81.3,4,40,44,15,14,11,9,19,-9
SEASON,PHI,PHI vs. BKN,12/12/2018,L,48,124,50,91,54.9,12,28,42.9,12,16,75,10,27,37,31,17,11,3,30,-3
SEASON,OKC,OKC @ NOP,12/12/2018,L,48,114,42,87,48.3,13,43,30.2,17,27,63,9,30,39,23,18,10,6,27,-4
SEASON,NYK,NYK @ CLE,12/12/2018,L,48,106,41,94,43.6,11,27,40.7,13,14,92.9,9,34,43,21,12,7,7,18,-7
SEASON,NOP,NOP vs. OKC,12/12/2018,W,48,118,45,97,46.4,4,18,22.2,24,30,80,17,39,56,29,18,14,3,27,4
SEASON,MIN,MIN @ SAC,12/12/2018,L,48,130,50,93,53.8,9,22,40.9,21,27,77.8,12,27,39,30,11,4,4,24,-11
SEASON,MIL,MIL @ IND,12/12/2018,L,48,97,38,91,41.8,11,43,25.6,10,15,66.7,9,34,43,22,13,6,6,18,-16
SEASON,MIA,MIA @ UTA,12/12/2018,L,48,84,29,77,37.7,12,33,36.4,14,24,58.3,2,28,30,16,13,10,2,22,-27
SEASON,MEM,MEM vs. POR,12/12/2018,W,48,92,34,82,41.5,8,24,33.3,16,24,66.7,9,42,51,19,13,9,10,22,9
SEASON,IND,IND vs. MIL,12/12/2018,W,48,113,43,91,47.3,12,30,40,15,20,75,14,40,54,31,16,7,4,13,16
SEASON,GSW,GSW vs. TOR,12/12/2018,L,48,93,39,82,47.6,6,26,23.1,9,13,69.2,5,35,40,28,19,5,11,18,-20
SEASON,DET,DET @ CHA,12/12/2018,L,48,107,40,86,46.5,13,34,38.2,14,21,66.7,10,39,49,23,14,4,10,26,-1
SEASON,DAL,DAL vs. ATL,12/12/2018,W,48,114,35,75,46.7,12,34,35.3,32,43,74.4,4,32,36,22,14,13,5,16,7
SEASON,CLE,CLE vs. NYK,12/12/2018,W,48,113,43,91,47.3,10,34,29.4,17,21,81,12,39,51,19,13,7,4,18,7
SEASON,CHA,CHA vs. DET,12/12/2018,W,48,108,35,85,41.2,9,28,32.1,29,37,78.4,6,36,42,21,7,7,5,17,1
SEASON,BKN,BKN @ PHI,12/12/2018,W,48,127,38,74,51.4,14,28,50,37,43,86,7,30,37,20,17,10,1,23,3
SEASON,BOS,BOS @ WAS,12/12/2018,W,53,130,47,104,45.2,11,38,28.9,25,25,100,14,36,50,20,14,6,2,19,5
SEASON,ATL,ATL @ DAL,12/12/2018,L,48,107,43,93,46.2,11,33,33.3,10,14,71.4,16,28,44,21,21,7,2,30,-7
SEASON,SAS,SAS vs. LAC,12/13/2018,W,48,125,48,83,57.8,10,22,45.5,19,24,79.2,8,39,47,25,11,10,7,20,38
SEASON,PHX,PHX vs. DAL,12/13/2018,W,48,99,37,92,40.2,10,27,37,15,18,83.3,12,28,40,20,13,15,5,27,10
SEASON,ORL,ORL vs. CHI,12/13/2018,W,48,97,34,82,41.5,11,33,33.3,18,23,78.3,9,34,43,23,16,8,6,16,6
SEASON,LAL,LAL @ HOU,12/13/2018,L,48,111,43,80,53.8,10,32,31.3,15,27,55.6,7,24,31,23,13,9,5,21,-15
SEASON,LAC,LAC @ SAS,12/13/2018,L,48,87,30,84,35.7,10,31,32.3,17,24,70.8,13,29,42,21,17,4,1,18,-38
SEASON,HOU,HOU vs. LAL,12/13/2018,W,48,126,42,85,49.4,15,34,44.1,27,32,84.4,15,28,43,24,14,8,2,24,15
SEASON,DAL,DAL @ PHX,12/13/2018,L,48,89,31,78,39.7,5,33,15.2,22,33,66.7,14,39,53,14,23,7,4,19,-10
SEASON,CHI,CHI @ ORL,12/13/2018,L,48,91,34,71,47.9,10,18,55.6,13,20,65,1,32,33,18,18,10,4,23,-6
SEASON,WAS,WAS @ BKN,12/14/2018,L,48,118,49,90,54.4,11,29,37.9,9,16,56.3,4,22,26,30,9,3,3,24,-7
SEASON,TOR,TOR @ POR,12/14/2018,L,48,122,43,78,55.1,18,31,58.1,18,21,85.7,6,31,37,20,17,4,4,21,-6
SEASON,SAC,SAC vs. GSW,12/14/2018,L,48,125,45,96,46.9,15,44,34.1,20,25,80,7,35,42,33,13,6,3,28,-5
SEASON,POR,POR vs. TOR,12/14/2018,W,48,128,48,94,51.1,13,27,48.1,19,21,90.5,12,26,38,29,8,10,4,15,6
SEASON,PHI,PHI vs. IND,12/14/2018,L,48,101,36,88,40.9,9,36,25,20,27,74.1,17,32,49,17,16,5,5,21,-12
SEASON,OKC,OKC @ DEN,12/14/2018,L,48,98,37,90,41.1,7,19,36.8,17,29,58.6,19,24,43,14,13,9,4,17,-11
SEASON,NYK,NYK @ CHA,12/14/2018,W,53,126,47,98,48,12,34,35.3,20,31,64.5,9,37,46,27,10,11,8,16,2
SEASON,MIL,MIL @ CLE,12/14/2018,W,48,114,40,94,42.6,12,41,29.3,22,28,78.6,14,39,53,26,11,9,6,17,12
SEASON,MIA,MIA @ MEM,12/14/2018,W,48,100,36,82,43.9,15,39,38.5,13,18,72.2,14,36,50,30,17,3,8,20,3
SEASON,MEM,MEM vs. MIA,12/14/2018,L,48,97,35,83,42.2,8,29,27.6,19,25,76,10,24,34,21,8,9,5,18,-3
SEASON,IND,IND @ PHI,12/14/2018,W,48,113,42,95,44.2,8,20,40,21,24,87.5,11,36,47,33,7,7,2,22,12
SEASON,GSW,GSW @ SAC,12/14/2018,W,48,130,44,96,45.8,15,40,37.5,27,36,75,15,45,60,32,18,5,0,23,5
SEASON,DEN,DEN vs. OKC,12/14/2018,W,48,109,42,83,50.6,11,34,32.4,14,15,93.3,12,36,48,29,20,8,6,24,11
SEASON,CLE,CLE vs. MIL,12/14/2018,L,48,102,35,87,40.2,13,36,36.1,19,21,90.5,13,37,50,24,16,7,2,24,-12
SEASON,CHA,CHA vs. NYK,12/14/2018,L,53,124,48,102,47.1,20,48,41.7,8,10,80,9,42,51,38,16,7,5,23,-2
SEASON,BKN,BKN vs. WAS,12/14/2018,W,48,125,44,84,52.4,11,31,35.5,26,31,83.9,9,36,45,34,10,5,3,17,7
SEASON,BOS,BOS vs. ATL,12/14/2018,W,48,129,46,95,48.4,19,39,48.7,18,20,90,13,34,47,28,22,15,9,21,21
SEASON,ATL,ATL @ BOS,12/14/2018,L,48,108,36,86,41.9,16,38,42.1,20,32,62.5,16,28,44,27,24,10,5,19,-21
SEASON,UTA,UTA @ ORL,12/15/2018,L,48,89,28,89,31.5,7,29,24.1,26,28,92.9,11,31,42,17,10,13,4,19,-7
SEASON,SAS,SAS vs. CHI,12/15/2018,L,48,93,32,73,43.8,7,21,33.3,22,26,84.6,7,34,41,18,15,3,5,18,-5
SEASON,PHX,PHX vs. MIN,12/15/2018,W,48,107,41,90,45.6,9,28,32.1,16,20,80,11,40,51,30,16,6,7,22,8
SEASON,ORL,ORL vs. UTA,12/15/2018,W,48,96,34,72,47.2,11,24,45.8,17,20,85,4,44,48,18,22,7,10,27,7
SEASON,OKC,OKC vs. LAC,12/15/2018,W,48,110,42,90,46.7,9,22,40.9,17,24,70.8,9,31,40,26,12,13,7,20,6
SEASON,MIN,MIN @ PHX,12/15/2018,L,48,99,39,96,40.6,7,35,20,14,19,73.7,11,30,41,26,11,10,4,19,-8
SEASON,MEM,MEM vs. HOU,12/15/2018,L,48,97,40,75,53.3,5,23,21.7,12,17,70.6,6,29,35,20,15,8,6,22,-8
SEASON,LAL,LAL @ CHA,12/15/2018,W,48,128,49,92,53.3,14,34,41.2,16,24,66.7,10,42,52,34,16,12,6,20,28
SEASON,LAC,LAC @ OKC,12/15/2018,L,48,104,38,75,50.7,13,25,52,15,22,68.2,6,38,44,18,26,7,4,22,-6
SEASON,HOU,HOU @ MEM,12/15/2018,W,48,105,35,73,47.9,13,37,35.1,22,25,88,6,30,36,23,14,5,2,22,8
SEASON,DET,DET vs. BOS,12/15/2018,W,48,113,39,80,48.8,10,30,33.3,25,35,71.4,10,38,48,25,20,10,7,21,9
SEASON,CHI,CHI @ SAS,12/15/2018,W,48,98,37,86,43,6,29,20.7,18,21,85.7,8,32,40,16,9,12,8,20,5
SEASON,CHA,CHA vs. LAL,12/15/2018,L,48,100,39,92,42.4,7,29,24.1,15,18,83.3,9,29,38,22,18,3,6,19,-28
SEASON,BOS,BOS @ DET,12/15/2018,L,48,104,39,94,41.5,9,33,27.3,17,23,73.9,12,32,44,19,14,11,4,25,-9
SEASON,WAS,WAS vs. LAL,12/16/2018,W,48,128,54,106,50.9,13,31,41.9,7,10,70,15,36,51,30,17,14,5,13,18
SEASON,TOR,TOR @ DEN,12/16/2018,L,48,86,35,88,39.8,7,35,20,9,14,64.3,13,38,51,13,12,5,4,16,-9
SEASON,SAC,SAC @ DAL,12/16/2018,W,48,120,46,98,46.9,9,31,29,19,21,90.5,11,36,47,20,9,6,7,26,7
SEASON,PHI,PHI @ CLE,12/16/2018,W,48,128,51,91,56,11,27,40.7,15,20,75,12,36,48,32,11,5,9,18,23
SEASON,NYK,NYK @ IND,12/16/2018,L,48,99,37,89,41.6,10,32,31.3,15,22,68.2,13,31,44,21,17,7,1,19,-11
SEASON,NOP,NOP vs. MIA,12/16/2018,L,48,96,35,86,40.7,13,36,36.1,13,17,76.5,11,27,38,26,11,12,5,22,-6
SEASON,MIA,MIA @ NOP,12/16/2018,W,48,102,38,91,41.8,10,35,28.6,16,23,69.6,22,35,57,22,19,6,4,21,6
SEASON,LAL,LAL @ WAS,12/16/2018,L,48,110,44,91,48.4,11,36,30.6,11,18,61.1,8,35,43,24,22,10,6,13,-18
SEASON,IND,IND vs. NYK,12/16/2018,W,48,110,40,87,46,12,34,35.3,18,23,78.3,11,34,45,28,13,9,4,18,11
SEASON,DEN,DEN vs. TOR,12/16/2018,W,48,95,36,85,42.4,10,30,33.3,13,16,81.3,10,34,44,21,9,7,4,14,9
SEASON,DAL,DAL vs. SAC,12/16/2018,L,48,113,40,96,41.7,9,35,25.7,24,31,77.4,16,37,53,22,14,6,5,18,-7
SEASON,CLE,CLE vs. PHI,12/16/2018,L,48,105,41,88,46.6,12,30,40,11,17,64.7,6,27,33,28,12,8,0,20,-23
SEASON,BKN,BKN vs. ATL,12/16/2018,W,48,144,49,88,55.7,16,40,40,30,33,90.9,10,29,39,34,13,12,3,21,17
SEASON,ATL,ATL @ BKN,12/16/2018,L,48,127,47,85,55.3,14,29,48.3,19,25,76,8,25,33,38,14,9,5,22,-17
SEASON,UTA,UTA @ HOU,12/17/2018,L,48,97,32,82,39,10,35,28.6,23,31,74.2,11,41,52,23,24,9,4,25,-5
SEASON,SAS,SAS vs. PHI,12/17/2018,W,48,123,49,87,56.3,9,23,39.1,16,17,94.1,4,41,45,28,7,5,9,14,27
SEASON,SAC,SAC @ MIN,12/17/2018,L,48,105,38,90,42.2,14,38,36.8,15,23,65.2,6,32,38,20,15,5,4,27,-27
SEASON,POR,POR @ LAC,12/17/2018,W,48,131,47,86,54.7,10,20,50,27,31,87.1,6,27,33,26,11,5,4,32,4
SEASON,PHX,PHX @ NYK,12/17/2018,W,48,128,48,92,52.2,9,27,33.3,23,27,85.2,4,40,44,27,7,8,5,20,18
SEASON,PHI,PHI @ SAS,12/17/2018,L,48,96,40,98,40.8,11,37,29.7,5,7,71.4,12,29,41,29,11,3,5,15,-27
SEASON,OKC,OKC vs. CHI,12/17/2018,W,48,121,43,89,48.3,8,21,38.1,27,33,81.8,17,32,49,24,20,14,2,21,25
SEASON,NYK,NYK vs. PHX,12/17/2018,L,48,110,40,99,40.4,9,35,25.7,21,29,72.4,16,34,50,15,11,5,0,21,-18
SEASON,MIN,MIN vs. SAC,12/17/2018,W,48,132,48,96,50,10,27,37,26,30,86.7,11,47,58,37,11,10,7,24,27
SEASON,MIL,MIL @ DET,12/17/2018,W,48,107,44,88,50,9,25,36,10,15,66.7,5,32,37,33,11,8,10,19,3
SEASON,MEM,MEM @ GSW,12/17/2018,L,48,93,36,79,45.6,7,25,28,14,18,77.8,2,39,41,24,16,6,4,23,-17
SEASON,LAC,LAC vs. POR,12/17/2018,L,48,127,42,83,50.6,10,27,37,33,39,84.6,8,29,37,27,12,5,1,23,-4
SEASON,HOU,HOU vs. UTA,12/17/2018,W,48,102,32,86,37.2,12,37,32.4,26,31,83.9,9,30,39,16,17,13,7,24,5
SEASON,GSW,GSW vs. MEM,12/17/2018,W,48,110,37,85,43.5,12,31,38.7,24,27,88.9,6,36,42,23,10,10,5,19,17
SEASON,DET,DET vs. MIL,12/17/2018,L,48,104,39,88,44.3,14,35,40,12,15,80,10,35,45,25,16,3,2,20,-3
SEASON,CHI,CHI @ OKC,12/17/2018,L,48,96,38,85,44.7,8,22,36.4,12,16,75,13,28,41,20,25,10,7,31,-25
SEASON,WAS,WAS @ ATL,12/18/2018,L,48,110,36,83,43.4,13,40,32.5,25,36,69.4,9,28,37,26,15,14,1,32,-8
SEASON,LAL,LAL @ BKN,12/18/2018,L,48,110,42,90,46.7,13,40,32.5,13,23,56.5,8,40,48,21,14,6,4,19,-5
SEASON,IND,IND vs. CLE,12/18/2018,L,48,91,37,93,39.8,4,22,18.2,13,21,61.9,14,38,52,21,9,7,9,12,-1
SEASON,DEN,DEN vs. DAL,12/18/2018,W,48,126,50,90,55.6,12,29,41.4,14,18,77.8,12,35,47,33,16,7,3,28,8
SEASON,DAL,DAL @ DEN,12/18/2018,L,48,118,40,86,46.5,15,37,40.5,23,30,76.7,6,27,33,26,8,8,1,17,-8
SEASON,CLE,CLE @ IND,12/18/2018,W,48,92,38,91,41.8,6,31,19.4,10,13,76.9,12,39,51,19,12,7,5,16,1
SEASON,BKN,BKN vs. LAL,12/18/2018,W,48,115,44,91,48.4,14,34,41.2,13,19,68.4,4,36,40,27,12,5,4,18,5
SEASON,ATL,ATL vs. WAS,12/18/2018,W,48,118,37,79,46.8,12,32,37.5,32,39,82.1,13,36,49,23,24,4,5,29,8
SEASON,WAS,WAS @ HOU,12/19/2018,L,48,118,45,84,53.6,10,30,33.3,18,23,78.3,4,27,31,28,11,8,2,15,-18
SEASON,UTA,UTA vs. GSW,12/19/2018,W,48,108,37,93,39.8,16,42,38.1,18,22,81.8,10,42,52,30,16,7,6,16,5
SEASON,TOR,TOR vs. IND,12/19/2018,W,48,99,38,93,40.9,7,30,23.3,16,21,76.2,11,32,43,20,9,15,9,19,3
SEASON,SAS,SAS @ ORL,12/19/2018,W,48,129,50,77,64.9,12,19,63.2,17,21,81,4,41,45,29,11,5,4,15,39
SEASON,SAC,SAC vs. OKC,12/19/2018,L,48,113,39,93,41.9,13,34,38.2,22,33,66.7,10,33,43,28,13,7,5,18,-19
SEASON,POR,POR vs. MEM,12/19/2018,W,48,99,35,75,46.7,11,26,42.3,18,20,90,12,31,43,16,21,9,4,23,7
SEASON,PHX,PHX @ BOS,12/19/2018,W,48,111,41,96,42.7,11,27,40.7,18,22,81.8,21,35,56,23,17,8,6,19,8
SEASON,PHI,PHI vs. NYK,12/19/2018,W,48,131,47,88,53.4,15,30,50,22,25,88,9,42,51,31,10,6,4,22,22
SEASON,ORL,ORL vs. SAS,12/19/2018,L,48,90,34,89,38.2,12,31,38.7,10,17,58.8,11,22,33,19,13,5,3,18,-39
SEASON,OKC,OKC @ SAC,12/19/2018,W,48,132,51,102,50,13,32,40.6,17,27,63,18,48,66,27,18,8,6,24,19
SEASON,NYK,NYK @ PHI,12/19/2018,L,48,109,37,86,43,10,31,32.3,25,31,80.6,4,31,35,22,8,2,2,19,-22
SEASON,NOP,NOP @ MIL,12/19/2018,L,48,115,43,92,46.7,19,42,45.2,10,15,66.7,7,34,41,28,15,6,7,22,-8
SEASON,MIN,MIN vs. DET,12/19/2018,L,53,123,45,103,43.7,9,33,27.3,24,29,82.8,11,38,49,22,7,8,4,27,-6
SEASON,MIL,MIL vs. NOP,12/19/2018,W,48,123,43,85,50.6,13,33,39.4,24,30,80,9,39,48,26,14,11,3,18,8
SEASON,MEM,MEM @ POR,12/19/2018,L,48,92,33,78,42.3,9,27,33.3,17,19,89.5,11,25,36,22,14,12,10,21,-7
SEASON,IND,IND @ TOR,12/19/2018,L,48,96,38,80,47.5,9,20,45,11,16,68.8,9,40,49,19,23,6,7,21,-3
SEASON,HOU,HOU vs. WAS,12/19/2018,W,48,136,47,85,55.3,26,55,47.3,16,21,76.2,8,33,41,30,17,8,2,21,18
SEASON,GSW,GSW @ UTA,12/19/2018,L,48,103,38,95,40,10,31,32.3,17,18,94.4,10,38,48,18,12,10,9,21,-5
SEASON,DET,DET @ MIN,12/19/2018,W,53,129,46,94,48.9,20,48,41.7,17,28,60.7,8,36,44,26,13,3,2,25,6
SEASON,CLE,CLE @ CHA,12/19/2018,L,48,99,41,85,48.2,10,23,43.5,7,12,58.3,4,31,35,24,9,8,6,18,-11
SEASON,CHI,CHI vs. BKN,12/19/2018,L,48,93,40,91,44,6,19,31.6,7,10,70,9,30,39,21,9,7,5,22,-3
SEASON,CHA,CHA vs. CLE,12/19/2018,W,48,110,47,92,51.1,10,25,40,6,9,66.7,13,38,51,24,13,4,5,14,11
SEASON,BKN,BKN @ CHI,12/19/2018,W,48,96,34,74,45.9,8,25,32,20,25,80,7,38,45,23,14,3,2,14,3
SEASON,BOS,BOS vs. PHX,12/19/2018,L,48,103,38,85,44.7,15,39,38.5,12,14,85.7,9,28,37,26,16,13,15,17,-8
SEASON,MIA,MIA vs. HOU,12/20/2018,W,48,101,36,93,38.7,9,39,23.1,20,34,58.8,20,41,61,22,9,6,4,18,2
SEASON,LAC,LAC vs. DAL,12/20/2018,W,48,125,47,83,56.6,6,20,30,25,31,80.6,11,29,40,26,12,5,5,25,4
SEASON,HOU,HOU @ MIA,12/20/2018,L,48,99,29,82,35.4,18,54,33.3,23,30,76.7,8,33,41,20,8,6,3,23,-2
SEASON,DAL,DAL @ LAC,12/20/2018,L,48,121,43,92,46.7,10,28,35.7,25,33,75.8,16,29,45,24,12,8,0,30,-4
SEASON,UTA,UTA @ POR,12/21/2018,W,48,120,47,85,55.3,16,31,51.6,10,17,58.8,6,36,42,35,15,7,6,21,30
SEASON,TOR,TOR vs. CLE,12/21/2018,W,48,126,48,91,52.7,9,31,29,21,26,80.8,13,31,44,21,9,9,5,23,16
SEASON,SAS,SAS vs. MIN,12/21/2018,W,48,124,46,87,52.9,19,33,57.6,13,18,72.2,11,39,50,36,16,7,3,22,26
SEASON,SAC,SAC vs. MEM,12/21/2018,W,48,102,33,88,37.5,15,41,36.6,21,29,72.4,12,30,42,25,10,10,5,15,3
SEASON,POR,POR vs. UTA,12/21/2018,L,48,90,35,87,40.2,10,32,31.3,10,18,55.6,13,29,42,17,14,8,6,16,-30
SEASON,ORL,ORL @ CHI,12/21/2018,L,48,80,28,86,32.6,8,33,24.2,16,24,66.7,13,34,47,20,9,4,5,22,-10
SEASON,NYK,NYK vs. ATL,12/21/2018,L,48,107,41,84,48.8,8,27,29.6,17,24,70.8,4,31,35,20,13,8,3,22,-7
SEASON,NOP,NOP @ LAL,12/21/2018,L,48,104,44,102,43.1,8,27,29.6,8,16,50,14,39,53,27,13,8,6,24,-8
SEASON,MIN,MIN @ SAS,12/21/2018,L,48,98,33,83,39.8,6,21,28.6,26,31,83.9,9,30,39,19,12,11,5,19,-26
SEASON,MIL,MIL @ BOS,12/21/2018,W,48,120,41,80,51.3,16,40,40,22,28,78.6,11,44,55,26,21,3,6,30,13
SEASON,MEM,MEM @ SAC,12/21/2018,L,48,99,37,80,46.3,16,32,50,9,10,90,8,36,44,24,18,7,8,25,-3
SEASON,LAL,LAL vs. NOP,12/21/2018,W,48,112,43,92,46.7,8,32,25,18,25,72,8,40,48,28,13,7,4,17,8
SEASON,IND,IND @ BKN,12/21/2018,W,48,114,44,82,53.7,11,26,42.3,15,18,83.3,6,23,29,24,12,10,8,26,8
SEASON,DET,DET @ CHA,12/21/2018,L,48,86,32,82,39,8,34,23.5,14,22,63.6,12,29,41,21,16,8,5,22,-12
SEASON,CLE,CLE @ TOR,12/21/2018,L,48,110,39,82,47.6,9,24,37.5,23,30,76.7,11,29,40,20,11,5,5,23,-16
SEASON,CHI,CHI vs. ORL,12/21/2018,W,48,90,33,75,44,5,17,29.4,19,26,73.1,9,41,50,23,10,5,6,21,10
SEASON,CHA,CHA vs. DET,12/21/2018,W,48,98,33,75,44,12,24,50,20,28,71.4,11,32,43,19,18,7,5,23,12
SEASON,BKN,BKN vs. IND,12/21/2018,L,48,106,33,72,45.8,16,31,51.6,24,34,70.6,11,30,41,28,22,5,3,23,-8
SEASON,BOS,BOS vs. MIL,12/21/2018,L,48,107,35,91,38.5,10,34,29.4,27,36,75,9,27,36,22,5,13,3,16,-13
SEASON,ATL,ATL @ NYK,12/21/2018,W,48,114,43,91,47.3,10,29,34.5,18,24,75,15,39,54,29,16,4,1,18,7
SEASON,WAS,WAS vs. PHX,12/22/2018,W,63,149,56,111,50.5,13,36,36.1,24,27,88.9,17,36,53,40,22,6,5,26,3
SEASON,UTA,UTA vs. OKC,12/22/2018,L,48,106,42,93,45.2,11,34,32.4,11,18,61.1,10,34,44,35,13,12,4,19,-1
SEASON,TOR,TOR @ PHI,12/22/2018,L,48,101,37,95,38.9,10,40,25,17,19,89.5,8,33,41,17,15,5,2,24,-25
SEASON,SAS,SAS @ HOU,12/22/2018,L,48,101,42,88,47.7,10,24,41.7,7,11,63.6,5,38,43,24,9,3,9,17,-7
SEASON,PHX,PHX @ WAS,12/22/2018,L,63,146,55,115,47.8,11,35,31.4,25,33,75.8,19,31,50,30,15,14,7,28,-3
SEASON,PHI,PHI vs. TOR,12/22/2018,W,48,126,46,85,54.1,8,24,33.3,26,35,74.3,4,49,53,33,13,10,7,21,25
SEASON,OKC,OKC @ UTA,12/22/2018,W,48,107,42,89,47.2,9,25,36,14,22,63.6,8,43,51,19,17,11,5,21,1
SEASON,MIL,MIL @ MIA,12/22/2018,L,48,87,31,84,36.9,9,43,20.9,16,22,72.7,6,42,48,20,16,6,9,19,-7
SEASON,MIA,MIA vs. MIL,12/22/2018,W,48,94,34,89,38.2,10,32,31.3,16,23,69.6,11,46,57,22,12,9,3,18,7
SEASON,LAC,LAC vs. DEN,12/22/2018,W,48,132,53,92,57.6,10,20,50,16,17,94.1,13,43,56,28,18,7,5,23,21
SEASON,HOU,HOU vs. SAS,12/22/2018,W,48,108,37,95,38.9,19,54,35.2,15,21,71.4,19,39,58,22,9,4,3,18,7
SEASON,GSW,GSW vs. DAL,12/22/2018,W,48,120,45,98,45.9,15,43,34.9,15,16,93.8,15,39,54,34,13,7,7,23,4
SEASON,DEN,DEN @ LAC,12/22/2018,L,48,111,41,97,42.3,9,31,29,20,25,80,13,24,37,21,9,10,5,16,-21
